"time" "CAG" "ADM" "MNST" "WMT" "CVS" "GIS" "WFM" "HRL" "SLB" "WMB" "MUR" "DVN" "EOG" "CXO" "EQT" "HP" "SWN" "PXD" "CME" "MS" "HRB" "XL" "BBT" "PFG" "MMC" "EXR" "SPGI" "C" "ILMN" "UHS" "HUM" "CERN" "ABC" "EW" "ABT" "XRAY" "ISRG" "LLL" "TDG" "GWW" "UTX" "LEG" "DAL" "LMT" "WM" "PBI" "KSU" "FISV" "GPN" "PAYX" "RHT" "EA" "MSFT" "KLAC" "QCOM" "FCX" "ECL" "MON" "MOS" "CF" "PPG" "DD" "OI" "APD" "IFF" "VZ" "T" "LVLT" "CTL" "FTR" "ES" "ED" "EIX" "ETR" "EXC" "DTE" "AEE" "SCG"
2003-01-03 0.210000000000001 0.0800000000000001 0.0599999999999996 -1.599998 0.479998999999999 -0.150002000000001 -0.0599980000000002 0.0300000000000011 -0.299999 -0.079993 -0.860000999999997 0.299999 -0.259997999999996 NA 0.130001999999998 -0.440000999999999 0 -0.170000000000002 2.079997 -0.0799980000000033 -0.0800020000000004 0.469994 -0.0899999999999963 -0.18 -0.139999000000003 NA -0.68 -0.240000000000002 -0.0299999999999998 -0.599997999999999 0.0899999999999999 2.470001 0.869999 0.0200000000000031 0.390001000000005 -0.180000999999997 0 0.759998999999993 NA -0.409999999999997 1.000004 -0.419999999999998 NA -0.139998999999996 0.18 0.0499989999999997 -0.0500000000000007 -0.540000999999997 -0.110001 0.110000999999997 0.0999999999999996 2.329998 0.0699999999999932 1.639999 -1.439998 0.16 -0.149996999999999 -0.0699990000000028 -0.129999999999999 NA -0.0600009999999997 0.219999999999999 0.17 -0.0600000000000023 0.0200000000000031 0.280003000000001 -0.0300009999999986 -0.16 -0.149999000000001 -0.220000000000001 0.209999999999999 0.590000000000003 -0.270000000000001 0.0299989999999966 0.139999000000003 -0.00999899999999343 0.580002 0.329999999999998
2003-01-06 0.409998000000002 0.0199999999999996 0 0.189999 -0.269998000000001 0.0200000000000031 -1.299999 0.190000999999999 -0.399996999999999 -0.0300050000000001 0.300013 0.580002 -0.200001 NA 0.5 -0.949999000000002 0.449999999999999 -0.0700000000000003 2.3 1.130001 1.880001 2.270004 0.729998999999999 0.319999000000003 1.369999 NA 0.169998 1.2 0.0699999999999998 0.559997000000003 -0.0800000000000001 1.950001 0.700001 -0.190000000000001 0.259999999999998 0.110000999999997 0 0.870003000000004 NA 0.0400009999999966 0.589995999999999 0.0899999999999999 NA -0.209999000000003 -0.0499989999999997 0.770001000000001 0.25 0.759997999999996 0.130001 0.949999000000002 0.0500000000000007 -2.559997 0.979999000000007 1.84 1.669998 -0.010000999999999 0.989997000000002 0.489999000000001 0.289999999999999 NA 0.840000000000003 1.049999 -0.0600000000000005 1.5 0.770001000000001 3.620005 2.310002 0.18 0.919999999999998 0.83 0.359999000000002 2.15000199999999 0.56 1.639999 1.259999 2.30999799999999 1.829998 0.839997999999998
2003-01-07 -0.339999000000002 -0.18 -0.00999999999999979 0.270000000000003 -0.650001999999997 -0.729999000000007 -1.720001 -0.5 -1.700001 0.270007 -1.980015 -3.030003 -1.950001 NA -0.360000999999997 -0.77 -0.42 -1.310002 -0.0799989999999937 0.229999000000007 -1.369999 -0.459998999999996 -0.270000000000003 -0.719999000000001 -0.0900000000000034 NA -1.119999 -0.330002 0.0800000000000001 -0.889999000000003 -0.00999999999999979 1.98 -1.520001 -0.219999000000001 -1.829995 -1.20000099999999 -0.14 -1.07 NA -0.580002 -1.369999 -0.23 NA -2.5 -0.170000000000002 -0.649997999999997 0 -0.669998 -0.0999999999999979 -0.529999 -0.130000000000001 -3.060002 1.029999 -0.380001 -0.110000999999997 -0.530000000000001 0.490001999999997 -0.27 -0.199999999999999 NA -0.360001000000004 -0.129993999999996 -0.66 -0.140000000000001 -0.57 -0.449998999999998 -0.91 0.0600000000000005 -0.0399989999999981 -0.0800000000000001 -0.449999000000002 -1.390004 -0.41 -0.919998 -1.73 -1.349999 -1.539997 -0.559999999999995
2003-01-08 -0.210000000000001 -0.0899999999999999 0 -0.469997000000006 -0.0199980000000011 -0.299999 -0.229999999999997 -0.0200010000000006 0.399996999999999 0.159997 0.0100049999999996 -0.209998999999996 -0.119999 NA -0.169998 -0.530000999999999 -0.209999999999999 -0.449998000000001 -0.00999900000000054 -1.300003 -0.18 -1.040001 -0.310001999999997 -0.719999000000001 -0.889999999999993 NA -0.659999999999997 -0.289999000000002 0.0500000000000003 -0.399997999999997 0.0899999999999999 -2 -2.11 0.359998000000001 0.979997000000004 -0.369999 -0.17 -0.0700039999999973 NA -0.880001 -0.380001 -0.220001 NA -0.549999 0.0800000000000018 -0.220001000000003 -0.35 -1.010002 -0.670000000000002 -0.980001999999999 0.0100000000000007 0.5 -1.559997 -1.079998 -0.639999000000003 -0.440000999999999 -0.460003 -0.299999 -0.140000000000001 NA -0.979998999999999 -1.000001 0.449999999999999 -1.32 -0.299999 -2.710005 -1.5 -0.24 -0.220001 0.0299999999999994 -0.17 -0.239997000000002 0.710000000000001 0.520000000000003 0.360000999999997 0.229999999999997 0.0799979999999962 -0.149999000000001
2003-01-09 0.460001000000002 0.16 0.00999999999999979 1.929996 0.479998999999999 0.519996000000006 0.840000000000003 0.119999 0.740002000000004 0.0599980000000002 0.349992 0.709998999999996 0.659999999999997 NA 0.68 0.41 -0.0199999999999996 0.599997999999999 1.040001 1.700001 -0.700001 1.94999700000001 0.510002 1.469999 0.339999999999996 NA 1.549999 0.339998999999999 0.5 0.629996999999996 0.16 0.969996999999999 -0.709999000000003 -0.179998000000001 0.130001 0.889999999999993 0.0599999999999996 -1.069999 NA 1.050003 1.69000200000001 0.400002000000001 NA -0.280003000000001 0.0799999999999983 0.509998000000003 0.199999999999999 0.470001000000003 -0.149999999999999 0.59 0.14 1.34 1.569999 1.079998 2.060001 0.370000999999998 0.580002 -0.200001 0.550000000000001 NA 1.07 0.709998999999996 -0.19 1.28000100000001 0.599997999999999 -0.449998999999998 0.289999000000002 0.22 0.350000000000001 0.120000000000001 -0.0700000000000003 -0.340000999999994 -0.5 -0.100002000000003 0.0299979999999991 -1.349999 -0.959999999999994 0.400001000000003
2003-01-10 -0.380002000000001 -0.109999999999999 -0.00999999999999979 -0.299999 -0.120000999999998 0.240001999999997 -0.610000000000007 -0.359998000000001 -0.0700000000000003 0.169994 -0.809995000000001 -0.719996999999999 -0.370002999999997 NA -0.150001000000003 0.0300009999999986 -0.0899999999999999 -0.309999000000001 -0.0600000000000023 -0.200001 -0.0499989999999997 0.130004999999997 -0.310001 -0.0499989999999997 0.0400010000000037 NA -0.970001000000003 0.430002000000002 -0.27 -1.149997 -0.270000000000001 0.440002999999997 -0.619999 0.109999000000002 -0.200001999999998 0.0200000000000031 0.17 0.740000999999999 NA -0.480004000000001 -0.620002000000014 -0.200001 NA 1.820004 0.209999 -0.209999000000003 0 0.959998999999996 0.5 -0.189998000000003 0.18 1.110001 0.109997 0.950000999999993 -0.229998999999999 0.889999 -0.340000000000003 0.0400010000000002 0.0299999999999994 NA 0.460003 -0.260001000000003 0.4 -0.370001999999999 0.0200010000000006 -0.320002000000002 -0.270001000000001 0.0800000000000001 0 -0.280000000000001 -0.0999999999999996 -0.150001000000003 0.449999999999999 -0.259998000000003 -0.489997000000002 -0.580001000000003 -0.279998000000006 -0.130001
2003-01-13 0.270001000000001 0.359999999999999 0.0600000000000005 -0.340000000000003 0.100000999999999 0.729999999999997 -0.979999999999997 0.219999000000001 -0.529998000000006 -0.159997 -0.270001999999998 -0.479998999999999 -0.189998000000003 NA -0.0900009999999938 -1 0.199999999999999 -0.199998999999998 0.629997000000003 0.18 0.25 -1.050003 -0.200001 -0.0400010000000002 0.379996999999996 NA -0.609997 -0.420000999999999 0.04 -0.369999 -0.0699999999999985 -1.310002 0.879997000000003 0.0699989999999993 -0.350000000000001 -0.25 -0.18 -0.43 NA -0.609996000000002 -0.18000099999999 -0.299999 NA -1.72000199999999 -0.199998999999998 -0.0599970000000027 0.0100000000000016 -0.0899999999999963 0 -0.690000999999999 0.04 -1.93 0.470001000000003 -0.959998999999996 0.25 -0.59 -0.339999999999996 -0.0400010000000002 0.0899999999999999 NA -0.550004000000001 -0.299999999999997 0.59 0.360001999999994 -0.759999000000001 0.509998000000003 -0.0399989999999981 0.33 0.329999999999998 -0.0499999999999989 -0.16 -1.419998 -0.33 0.349998000000006 0.509998000000003 -0.689999 -0.839999999999996 -0.750000000000004
2003-01-14 0.0399990000000017 -0.15 -0.0500000000000007 0.130001 0.18 0.0200000000000031 -0.18 0.0199999999999996 -0.370002999999997 0.170007 0.320002000000002 0.789997 0.200000000000003 NA 0.310001999999997 -0.0599999999999987 0.140000000000001 -0.150002000000001 -0.520001000000001 0.210003 -0.0299989999999966 0.5 0.25 0.139999 0.900002000000001 NA -0.310001 0.889999000000003 -0.0700000000000003 0.019995999999999 0.0299999999999994 0.299999 -0.509998000000003 0.0100000000000016 -0.369997000000005 0.209999000000003 0.13 0.150002000000001 NA 0.229999000000007 0.16999899999999 0.129998999999998 NA -0.270000000000003 0.350000999999999 0.259998000000003 0.0899999999999999 -0.149997000000006 -0.130001 -0.0199999999999996 -0.00999999999999979 0.130001 0.580002 -0.799999 0.619999 -0.319998999999999 -0.00999900000000054 -0.389999 0 NA 0.190002999999997 0.269998000000001 -0.460000000000001 0.0799990000000008 -0.409998999999999 0.530003000000001 0.850000999999999 -0.0200000000000005 0.0799999999999983 -0.0899999999999999 -0.359999999999999 -0.430000999999997 0.199999999999999 0.0800019999999932 0.979998999999999 0.849998000000006 -0.450001 -0.0499989999999997
2003-01-15 -0.519999000000002 -0.17 -0.00999999999999979 -0.819999999999993 -0.479998999999999 -0.0900000000000034 -0.660000000000004 -0.380001 0.43 0.1 -0.119990000000001 1.010002 0.660000000000004 NA 0.290000999999997 1.07 0.549999999999999 0.960001000000002 -2.049999 -0.710003 0.209998999999996 -0.599997999999999 -1.040001 -0.399999000000001 -1.549999 NA -1.540001 -0.479998000000002 -0.25 -0.299999 0.0500000000000007 -1.189998 -0.459998999999996 0.440000999999999 -1.110001 -0.340000000000003 -0.18 -1.050004 NA -1.170002 0.0900040000000075 -0.389999 NA -1.200001 -0.130001 0.0499989999999997 -0.0500000000000007 -1.450001 -0.649999000000001 -0.629999000000002 -0.0999999999999996 0.479998999999999 -0.700001 -1.200001 -0.950001 0.0199999999999996 -0.700000000000003 -0.32 -0.129999999999999 NA -0.440002999999997 -1.499998 0.0600000000000005 -0.869999 -0.370003000000004 -0.990003999999999 -1.07 -0.0499999999999998 -0.200000999999997 -0.0400000000000009 -0.0500000000000007 -0.860000000000007 -0.0899999999999999 -0.139998999999996 0.0400010000000037 -0.290001000000004 0.649996999999999 0.5
2003-01-16 0.129999999999999 0.17 0 -0.290001000000004 0.419999999999998 -0.0699999999999932 0.700001 0.340001000000001 0.57 0.379992 0.119990000000001 0.369999 0 NA 0.139999000000003 0.419999999999998 -0.27 0.709999 -1.669998 -0.559997000000003 0.25 -1.440003 0 -0.529999 -0.600003000000001 NA 0.159999999999997 -0.340000000000003 0 0.310001999999997 0.0199999999999996 0.340000000000003 0.319999000000003 0.0100000000000016 1.249999 -0.119999 0.68 0.470002000000001 NA -0.0200000000000031 1.809997 0.119998000000002 NA -0.0499989999999997 -0.189999 0.200001 0 -0.540000999999997 -0.48 0.0199980000000011 -0.21 -0.830001000000003 -0.920002000000004 -0.619999 0.0200000000000031 1.33 -0.260002999999998 0.199998999999998 -0.100000000000001 NA 0.770001000000001 -0.120000000000005 -0.15 0.589997000000004 0.470001000000003 -0.669997000000002 -0.690000999999999 -0.0199999999999996 -0.580000000000002 0.130000000000001 -0.109999999999999 0.560001000000007 -0.0599999999999987 0.269995999999999 -0.630001 -0.529997999999999 -0.0699990000000028 -0.18
